transaction_id,amount,payment_method,bank_response_code,network_latency_ms,fraud_score,prior_failed_attempts_24h,customer_tenure_days,account_balance_signal,hour_of_day,is_recurring_subscription,true_failure_cause
TXN107203,1730.82,upi,91,382.7,0.04,2,1591,0.651,19,0,bank_timeout
TXN107204,3215.66,credit_card,51,249.7,0.311,0,970,0.082,22,0,insufficient_funds
TXN107205,1888.87,wallet,5,234.9,0.688,0,1557,0.854,19,1,fraud_false_positive
TXN107206,4180.95,upi,51,193.1,0.078,1,5,0.44,7,0,insufficient_funds
TXN107207,7966.13,credit_card,51,142.3,0.295,1,1019,0.198,20,0,insufficient_funds
TXN107208,633.23,debit_card,91,401.7,0.023,1,806,0.566,6,0,bank_timeout
TXN107209,3070.86,wallet,96,416.0,0.332,0,21,0.421,18,0,bank_timeout
TXN107210,771.22,debit_card,51,244.2,0.038,0,76,0.023,1,1,insufficient_funds
TXN107211,1600.66,debit_card,51,156.6,0.038,2,48,0.314,16,1,insufficient_funds
TXN107212,1269.69,credit_card,91,493.0,0.328,0,220,0.681,6,0,bank_timeout
TXN107213,5879.57,netbanking,63,203.0,0.73,0,563,0.807,20,1,fraud_false_positive
TXN107214,3046.76,upi,51,165.3,0.274,3,322,0.104,9,0,insufficient_funds
TXN107215,2990.53,netbanking,61,181.1,0.098,1,442,0.188,8,1,insufficient_funds
TXN107216,1991.51,upi,21,478.6,0.334,1,804,0.283,3,0,network_error
TXN107217,2583.05,upi,59,241.7,0.864,0,764,0.73,15,1,fraud_false_positive
TXN107218,1036.39,netbanking,96,394.5,0.274,1,618,0.5,8,1,bank_timeout
TXN107219,1254.06,upi,5,527.4,0.069,0,384,0.685,3,1,network_error
TXN107220,2075.65,debit_card,61,210.0,0.257,1,67,0.529,21,0,insufficient_funds
TXN107221,3467.78,debit_card,59,271.0,0.847,1,373,0.7,15,0,fraud_false_positive
TXN107222,1859.22,debit_card,51,192.7,0.183,1,131,0.442,16,0,insufficient_funds
TXN107223,2052.11,credit_card,61,172.0,0.121,0,553,0.279,13,0,insufficient_funds
TXN107224,3938.49,credit_card,5,232.2,0.819,1,513,0.568,8,1,fraud_false_positive
TXN107225,795.39,wallet,65,219.0,0.159,0,85,0.305,19,0,insufficient_funds
TXN107226,3397.85,netbanking,96,449.4,0.169,2,153,0.337,1,1,network_error
TXN107227,1123.5,upi,51,148.4,0.04,1,240,0.266,22,0,insufficient_funds
TXN107228,22563.09,netbanking,63,210.5,0.673,1,1344,0.409,4,0,fraud_false_positive
TXN107229,654.03,debit_card,91,286.4,0.442,0,360,0.667,5,0,bank_timeout
TXN107230,1525.0,debit_card,96,220.8,0.176,1,197,0.823,15,0,bank_timeout
TXN107231,11379.28,upi,5,203.2,0.882,1,1177,0.756,2,1,fraud_false_positive
TXN107232,8914.44,netbanking,5,213.1,0.79,0,791,0.9,13,0,fraud_false_positive
TXN107233,3241.72,upi,68,326.2,0.084,1,335,0.442,4,1,bank_timeout
TXN107234,473.51,credit_card,96,345.7,0.258,1,285,0.399,12,0,bank_timeout
TXN107235,3121.66,upi,65,133.4,0.285,2,186,0.423,22,1,insufficient_funds
TXN107236,1247.4,upi,51,184.5,0.179,4,168,0.142,22,0,insufficient_funds
TXN107237,1067.13,wallet,96,223.4,0.358,0,328,0.563,21,1,bank_timeout
TXN107238,2245.77,credit_card,91,445.5,0.181,1,869,0.593,12,0,bank_timeout
TXN107239,5541.86,debit_card,61,183.7,0.1,0,204,0.2,11,0,insufficient_funds
TXN107240,5165.25,credit_card,59,190.0,0.895,0,505,0.457,12,1,fraud_false_positive
TXN107241,1422.4,debit_card,68,403.0,0.117,0,1410,0.37,18,0,bank_timeout
TXN107242,1469.32,upi,96,509.6,0.142,1,55,0.173,4,0,network_error
TXN107243,4936.77,upi,61,130.1,0.129,0,9,0.381,2,0,insufficient_funds
TXN107244,2399.33,credit_card,61,202.0,0.139,3,152,0.106,1,1,insufficient_funds
TXN107245,2016.8,credit_card,51,182.3,0.148,0,60,0.619,15,0,insufficient_funds
TXN107246,2602.01,upi,96,571.6,0.078,0,356,0.525,4,0,network_error
TXN107247,3233.06,debit_card,61,158.4,0.086,1,267,0.131,13,1,insufficient_funds
TXN107248,4487.98,netbanking,68,248.0,0.252,0,1532,0.312,9,0,bank_timeout
TXN107249,5342.73,upi,5,170.0,0.552,0,387,0.656,8,0,fraud_false_positive
TXN107250,1391.63,debit_card,21,435.7,0.314,0,678,0.449,13,1,network_error
TXN107251,9030.99,debit_card,61,137.6,0.229,3,192,0.39,12,1,insufficient_funds
TXN107252,567.75,debit_card,51,167.9,0.103,0,54,0.24,1,1,insufficient_funds
TXN107253,5685.24,debit_card,68,438.0,0.188,1,18,0.315,23,0,bank_timeout
TXN107254,198.38,wallet,91,213.7,0.09,1,92,0.48,10,0,bank_timeout
TXN107255,4421.54,upi,5,399.2,0.18,0,147,0.471,6,1,network_error
TXN107256,751.27,credit_card,51,112.7,0.249,1,492,0.046,18,0,insufficient_funds
TXN107257,3636.14,credit_card,96,328.3,0.275,1,593,0.502,21,0,network_error
TXN107258,7161.85,credit_card,51,200.0,0.286,3,126,0.281,20,1,insufficient_funds
TXN107259,3450.8,netbanking,96,580.6,0.068,1,16,0.651,3,1,network_error
TXN107260,431.98,debit_card,96,551.5,0.213,2,150,0.761,3,0,network_error
TXN107261,2115.05,netbanking,51,115.7,0.109,1,158,0.174,1,0,insufficient_funds
TXN107262,1520.69,wallet,51,131.0,0.102,2,585,0.259,13,1,insufficient_funds
TXN107263,661.3,credit_card,65,208.2,0.301,0,435,0.474,12,0,insufficient_funds
TXN107264,1783.77,upi,21,379.9,0.055,0,290,0.374,12,0,network_error
TXN107265,2100.61,debit_card,96,716.0,0.126,0,207,0.743,23,0,network_error
TXN107266,783.61,netbanking,65,151.5,0.22,3,199,0.073,20,0,insufficient_funds
TXN107267,4948.61,credit_card,51,182.9,0.265,1,47,0.298,1,1,insufficient_funds
TXN107268,2916.73,upi,96,520.0,0.329,1,1049,0.401,5,0,network_error
TXN107269,10853.38,wallet,5,202.8,0.731,0,1084,0.724,8,0,fraud_false_positive
TXN107270,1529.87,credit_card,96,588.6,0.23,0,1525,0.338,15,0,network_error
TXN107271,328.7,upi,96,467.5,0.126,0,576,0.28,2,0,network_error
TXN107272,1454.45,debit_card,68,323.6,0.052,0,116,0.379,8,0,bank_timeout
TXN107273,9687.98,netbanking,63,171.7,0.805,0,1465,0.627,17,1,fraud_false_positive
TXN107274,1590.33,upi,51,129.4,0.098,1,161,0.533,13,0,insufficient_funds
TXN107275,8933.56,debit_card,51,153.4,0.246,0,465,0.131,4,0,insufficient_funds
TXN107276,2427.65,debit_card,96,402.0,0.303,1,1439,0.598,22,0,bank_timeout
TXN107277,2044.05,netbanking,65,119.0,0.132,1,340,0.302,23,0,insufficient_funds
TXN107278,1473.2,upi,51,132.6,0.144,1,57,0.147,15,0,insufficient_funds
TXN107279,3998.11,credit_card,61,137.3,0.082,1,638,0.395,11,1,insufficient_funds
TXN107280,13717.23,upi,59,179.0,0.645,0,803,0.525,22,1,fraud_false_positive
TXN107281,724.26,netbanking,51,188.3,0.165,1,688,0.135,22,1,insufficient_funds
TXN107282,1411.23,netbanking,5,440.3,0.206,3,239,0.454,4,1,network_error
TXN107283,2447.42,credit_card,61,101.7,0.134,1,453,0.213,3,1,insufficient_funds
TXN107284,1681.92,credit_card,51,190.5,0.056,1,114,0.028,22,1,insufficient_funds
TXN107285,1704.11,debit_card,61,194.0,0.039,0,117,0.231,14,0,insufficient_funds
TXN107286,3095.11,debit_card,51,167.2,0.054,2,57,0.192,11,1,insufficient_funds
TXN107287,4683.12,credit_card,51,239.1,0.124,3,1222,0.416,21,0,insufficient_funds
TXN107288,308.25,wallet,91,457.2,0.277,1,1925,0.529,18,0,bank_timeout
TXN107289,1660.32,netbanking,65,224.8,0.181,0,811,0.359,18,0,insufficient_funds
TXN107290,2683.68,credit_card,91,388.7,0.337,1,355,0.289,11,0,bank_timeout
TXN107291,1576.84,credit_card,96,326.6,0.052,0,208,0.345,15,1,network_error
TXN107292,3409.26,debit_card,59,102.4,0.872,1,300,0.629,5,0,fraud_false_positive
TXN107293,1040.45,upi,68,359.8,0.163,0,186,0.733,23,0,bank_timeout
TXN107294,2068.21,debit_card,5,297.6,0.231,1,308,0.534,22,0,network_error
TXN107295,3105.71,netbanking,21,442.2,0.302,0,905,0.744,1,1,network_error
TXN107296,3532.14,credit_card,63,180.1,0.664,0,537,0.559,11,0,fraud_false_positive
TXN107297,7215.84,credit_card,91,329.0,0.18,1,341,0.456,6,1,bank_timeout
TXN107298,1849.84,credit_card,96,361.8,0.387,1,1236,0.326,6,0,bank_timeout
TXN107299,1215.78,upi,96,546.1,0.091,0,1109,0.498,19,1,network_error
TXN107300,1647.43,netbanking,51,180.6,0.277,0,481,0.363,12,0,insufficient_funds
TXN107301,972.9,credit_card,61,148.8,0.234,1,733,0.188,10,1,insufficient_funds
TXN107302,1811.75,credit_card,91,392.7,0.24,0,1818,0.3,4,0,bank_timeout
TXN107303,1897.06,upi,91,334.6,0.471,0,637,0.507,0,1,bank_timeout
TXN107304,1206.15,credit_card,96,416.8,0.285,4,42,0.579,3,0,bank_timeout
TXN107305,398.95,upi,68,318.0,0.391,0,684,0.43,2,0,bank_timeout
TXN107306,3353.38,netbanking,59,172.6,0.771,0,356,0.707,0,0,fraud_false_positive
TXN107307,718.3,wallet,68,397.1,0.262,1,281,0.463,0,0,bank_timeout
TXN107308,1627.31,upi,51,238.5,0.465,3,444,0.249,13,0,insufficient_funds
TXN107309,845.7,debit_card,96,313.5,0.39,0,144,0.235,1,0,bank_timeout
TXN107310,1740.51,upi,68,389.8,0.175,0,47,0.284,23,1,bank_timeout
TXN107311,3969.04,debit_card,51,150.8,0.19,2,900,0.423,11,1,insufficient_funds
TXN107312,8830.08,credit_card,51,181.3,0.448,3,7,0.251,13,0,insufficient_funds
TXN107313,3877.39,upi,5,205.4,0.733,0,3631,0.526,5,0,fraud_false_positive
TXN107314,2227.39,credit_card,51,174.9,0.15,1,14,0.238,16,0,insufficient_funds
TXN107315,6006.16,credit_card,5,691.8,0.138,0,1332,0.668,2,0,network_error
TXN107316,2755.39,debit_card,21,404.7,0.235,0,486,0.342,22,1,network_error
TXN107317,3949.26,credit_card,51,249.3,0.125,0,293,0.318,8,0,insufficient_funds
TXN107318,346.5,credit_card,51,158.0,0.074,3,204,0.203,11,1,insufficient_funds
TXN107319,208.13,debit_card,51,240.0,0.255,1,131,0.039,20,0,insufficient_funds
TXN107320,2055.97,credit_card,91,365.2,0.078,0,187,0.639,1,0,bank_timeout
TXN107321,674.39,debit_card,91,388.0,0.26,1,297,0.572,3,0,bank_timeout
TXN107322,2577.18,debit_card,51,217.6,0.071,2,345,0.492,5,1,insufficient_funds
TXN107323,1458.76,debit_card,68,388.1,0.38,0,284,0.409,21,0,bank_timeout
TXN107324,631.85,upi,51,195.8,0.24,1,524,0.582,6,0,insufficient_funds
TXN107325,3316.88,debit_card,91,283.3,0.294,0,519,0.377,16,1,bank_timeout
TXN107326,1043.81,debit_card,51,205.2,0.376,2,604,0.522,11,1,insufficient_funds
TXN107327,10171.68,credit_card,61,167.5,0.109,2,672,0.107,7,0,insufficient_funds
TXN107328,2710.08,upi,91,217.5,0.055,0,382,0.598,22,0,bank_timeout
TXN107329,3672.93,credit_card,51,166.1,0.318,1,27,0.376,0,0,insufficient_funds
TXN107330,746.9,netbanking,91,370.1,0.345,4,291,0.52,23,1,bank_timeout
TXN107331,1714.31,debit_card,68,372.4,0.263,0,563,0.261,18,1,bank_timeout
TXN107332,3437.73,netbanking,51,88.8,0.042,2,745,0.581,3,1,insufficient_funds
TXN107333,3620.77,debit_card,51,210.5,0.07,3,78,0.104,12,1,insufficient_funds
TXN107334,5750.02,debit_card,51,182.4,0.172,2,576,0.406,10,0,insufficient_funds
TXN107335,2877.3,credit_card,96,493.1,0.144,1,1277,0.52,15,1,network_error
TXN107336,4878.35,credit_card,51,173.8,0.138,2,1253,0.23,18,0,insufficient_funds
TXN107337,2020.22,credit_card,5,491.5,0.132,0,964,0.726,9,1,network_error
TXN107338,1677.43,wallet,51,173.7,0.03,1,44,0.562,21,0,insufficient_funds
TXN107339,209.43,debit_card,59,240.1,0.586,0,77,0.385,8,1,fraud_false_positive
TXN107340,1510.25,upi,91,221.1,0.337,0,480,0.633,0,1,bank_timeout
TXN107341,5002.24,credit_card,21,461.2,0.129,0,992,0.59,0,1,network_error
TXN107342,791.12,upi,96,401.6,0.115,0,294,0.479,0,0,network_error
TXN107343,468.56,credit_card,96,661.4,0.167,0,74,0.657,1,1,network_error
TXN107344,4713.43,debit_card,51,97.5,0.419,0,142,0.326,23,1,insufficient_funds
TXN107345,1695.29,netbanking,51,221.0,0.302,0,68,0.275,1,0,insufficient_funds
TXN107346,3210.26,upi,51,152.1,0.19,0,331,0.295,22,0,insufficient_funds
TXN107347,1063.16,wallet,96,528.4,0.256,1,399,0.362,2,0,network_error
TXN107348,2916.61,upi,61,163.5,0.308,0,95,0.106,4,0,insufficient_funds
TXN107349,8793.44,upi,51,204.5,0.099,3,249,0.409,13,0,insufficient_funds
TXN107350,1099.69,credit_card,96,382.0,0.238,1,507,0.725,1,0,bank_timeout
TXN107351,3192.42,debit_card,51,282.3,0.072,0,13,0.051,22,0,insufficient_funds
TXN107352,15536.23,credit_card,65,193.3,0.346,5,66,0.324,9,0,insufficient_funds
TXN107353,772.65,netbanking,96,360.2,0.173,1,892,0.239,13,1,network_error
TXN107354,4880.92,wallet,63,232.4,0.701,0,292,0.732,0,1,fraud_false_positive
TXN107355,1028.86,credit_card,96,302.6,0.034,0,11,0.445,20,1,network_error
TXN107356,5870.18,debit_card,91,365.1,0.352,0,706,0.676,13,1,bank_timeout
TXN107357,3447.82,upi,51,155.0,0.104,0,63,0.421,13,0,insufficient_funds
TXN107358,4000.08,debit_card,59,195.9,0.845,0,62,0.834,16,0,fraud_false_positive
TXN107359,2795.8,upi,5,556.0,0.231,1,239,0.356,12,0,network_error
TXN107360,2308.23,credit_card,61,218.2,0.175,1,227,0.042,22,0,insufficient_funds
TXN107361,2445.62,credit_card,51,139.8,0.077,1,1225,0.158,17,0,insufficient_funds
TXN107362,9310.43,upi,59,191.6,0.887,0,398,0.704,12,0,fraud_false_positive
TXN107363,1486.77,upi,51,229.2,0.358,1,345,0.146,7,0,insufficient_funds
TXN107364,1676.53,credit_card,51,115.3,0.362,1,174,0.036,2,0,insufficient_funds
TXN107365,3328.04,credit_card,61,208.7,0.135,0,501,0.26,10,1,insufficient_funds
TXN107366,3716.53,debit_card,51,191.0,0.05,3,12,0.113,0,1,insufficient_funds
TXN107367,3612.62,debit_card,51,173.2,0.13,2,1354,0.18,14,1,insufficient_funds
TXN107368,4201.78,credit_card,61,244.2,0.223,2,502,0.29,23,0,insufficient_funds
TXN107369,3595.45,credit_card,91,213.2,0.432,0,124,0.468,19,0,bank_timeout
TXN107370,1438.91,debit_card,91,252.3,0.167,0,122,0.527,12,0,bank_timeout
TXN107371,2864.46,debit_card,68,341.1,0.251,0,816,0.395,20,0,bank_timeout
TXN107372,2327.63,credit_card,96,356.1,0.214,0,256,0.381,15,1,bank_timeout
TXN107373,10694.16,upi,51,197.6,0.146,3,82,0.388,4,0,insufficient_funds
TXN107374,1810.15,netbanking,21,413.5,0.12,0,137,0.516,3,1,network_error
TXN107375,465.36,upi,51,108.4,0.236,0,716,0.485,10,0,insufficient_funds
TXN107376,4689.52,debit_card,59,195.5,0.625,0,501,0.888,12,1,fraud_false_positive
TXN107377,5124.04,debit_card,51,195.8,0.443,0,357,0.262,16,0,insufficient_funds
TXN107378,5496.27,upi,65,149.8,0.37,1,961,0.383,11,1,insufficient_funds
TXN107379,5706.1,credit_card,59,227.6,0.63,1,1631,0.603,2,0,fraud_false_positive
TXN107380,4718.42,debit_card,96,486.9,0.019,0,484,0.561,17,1,network_error
TXN107381,325.41,debit_card,68,526.0,0.27,0,322,0.427,0,1,bank_timeout
TXN107382,774.32,debit_card,96,586.1,0.561,2,673,0.376,12,0,network_error
TXN107383,1244.47,wallet,96,146.0,0.12,0,42,0.577,11,1,bank_timeout
TXN107384,2296.69,credit_card,68,401.6,0.22,1,393,0.515,1,0,bank_timeout
TXN107385,3101.38,debit_card,51,117.7,0.158,2,116,0.019,7,1,insufficient_funds
TXN107386,777.78,debit_card,91,279.5,0.149,0,425,0.739,17,0,bank_timeout
TXN107387,1791.1,debit_card,68,366.8,0.273,0,347,0.271,5,1,bank_timeout
TXN107388,2516.71,netbanking,61,171.0,0.177,0,410,0.413,17,0,insufficient_funds
TXN107389,2402.36,upi,91,337.3,0.144,0,321,0.542,15,0,bank_timeout
TXN107390,568.98,netbanking,91,383.2,0.16,0,134,0.325,14,1,bank_timeout
TXN107391,2502.18,debit_card,96,463.4,0.232,0,441,0.518,15,0,bank_timeout
TXN107392,1901.27,debit_card,96,276.9,0.265,1,8,0.3,3,0,bank_timeout
TXN107393,1451.78,credit_card,21,319.3,0.348,0,256,0.371,13,1,network_error
TXN107394,1964.05,debit_card,5,188.9,0.202,1,1049,0.549,2,1,network_error
TXN107395,1982.46,credit_card,21,449.2,0.244,0,62,0.191,10,0,network_error
TXN107396,9207.47,debit_card,61,219.2,0.332,3,220,0.134,1,1,insufficient_funds
TXN107397,2686.83,netbanking,61,190.8,0.076,2,2053,0.325,7,1,insufficient_funds
TXN107398,3793.83,credit_card,59,164.9,0.794,0,123,0.949,4,1,fraud_false_positive
TXN107399,3927.02,debit_card,5,158.2,0.733,0,1137,0.435,1,1,fraud_false_positive
TXN107400,3312.11,upi,91,299.1,0.059,0,804,0.328,23,0,bank_timeout
TXN107401,5650.05,netbanking,63,162.6,0.86,1,423,0.859,23,0,fraud_false_positive
TXN107402,1619.35,upi,51,169.7,0.349,1,359,0.231,14,0,insufficient_funds
TXN107403,2183.33,credit_card,96,614.5,0.098,0,589,0.407,1,0,network_error
TXN107404,1317.29,netbanking,61,88.2,0.236,0,5,0.174,23,0,insufficient_funds
TXN107405,8483.84,credit_card,63,238.8,0.779,0,3920,0.495,4,1,fraud_false_positive
TXN107406,983.23,debit_card,63,126.7,0.484,0,295,0.596,21,0,fraud_false_positive
TXN107407,3705.89,wallet,51,131.3,0.219,2,136,0.079,4,0,insufficient_funds
TXN107408,6234.33,wallet,51,257.7,0.149,4,103,0.041,15,1,insufficient_funds
TXN107409,851.22,upi,61,226.4,0.23,1,64,0.046,12,0,insufficient_funds
TXN107410,2086.2,netbanking,51,199.9,0.345,0,992,0.235,13,0,insufficient_funds
TXN107411,956.6,credit_card,96,305.6,0.196,3,133,0.545,19,0,bank_timeout
TXN107412,1468.91,debit_card,91,515.3,0.128,2,98,0.405,4,1,bank_timeout
TXN107413,2946.16,credit_card,65,181.7,0.083,2,681,0.27,15,0,insufficient_funds
TXN107414,1440.52,credit_card,5,444.5,0.073,0,971,0.821,12,0,network_error
TXN107415,1568.83,credit_card,96,338.2,0.141,0,58,0.347,8,0,bank_timeout
TXN107416,6751.76,upi,59,185.2,0.609,0,747,0.908,12,0,fraud_false_positive
TXN107417,388.57,credit_card,51,183.9,0.189,0,246,0.659,6,1,insufficient_funds
TXN107418,2271.8,upi,61,171.5,0.298,1,682,0.261,8,1,insufficient_funds
TXN107419,2728.67,credit_card,91,172.8,0.067,0,226,0.601,18,1,bank_timeout
TXN107420,4003.57,credit_card,63,225.6,0.528,0,339,0.661,0,0,fraud_false_positive
TXN107421,1000.49,upi,96,390.3,0.208,0,1211,0.625,22,1,bank_timeout
TXN107422,3733.74,netbanking,91,310.9,0.165,0,876,0.302,10,0,bank_timeout
TXN107423,821.48,credit_card,96,739.1,0.292,1,438,0.409,17,0,network_error
TXN107424,7163.52,credit_card,63,213.0,0.891,0,501,0.381,16,0,fraud_false_positive
TXN107425,1382.07,netbanking,65,160.5,0.39,0,25,0.35,18,0,insufficient_funds
TXN107426,9999.12,netbanking,5,244.7,0.814,0,208,0.62,21,0,fraud_false_positive
TXN107427,4371.98,credit_card,51,174.6,0.223,1,784,0.185,7,0,insufficient_funds
TXN107428,5070.15,debit_card,51,194.8,0.097,1,740,0.106,15,1,insufficient_funds
TXN107429,2303.46,debit_card,68,457.4,0.172,2,30,0.494,12,0,bank_timeout
TXN107430,594.37,debit_card,91,320.8,0.476,0,215,0.468,19,1,bank_timeout
TXN107431,2698.45,upi,51,148.7,0.08,0,632,0.303,22,1,insufficient_funds
TXN107432,979.48,upi,91,407.6,0.161,1,428,0.643,15,1,bank_timeout
TXN107433,905.87,credit_card,96,467.5,0.107,1,121,0.362,21,0,bank_timeout
TXN107434,648.04,upi,5,555.9,0.194,1,469,0.375,14,0,network_error
TXN107435,480.37,credit_card,96,349.4,0.045,2,2177,0.616,20,0,bank_timeout
TXN107436,3618.5,upi,51,196.6,0.316,0,375,0.312,8,0,insufficient_funds
TXN107437,2618.8,debit_card,63,272.1,0.818,0,1527,0.754,8,0,fraud_false_positive
TXN107438,5364.62,credit_card,51,175.9,0.119,0,223,0.031,22,1,insufficient_funds
TXN107439,690.1,wallet,96,483.8,0.423,0,426,0.122,20,0,network_error
TXN107440,2194.16,netbanking,63,236.0,0.673,0,475,0.566,17,1,fraud_false_positive
TXN107441,4251.84,netbanking,5,465.9,0.227,0,134,0.446,14,1,network_error
TXN107442,1774.92,wallet,51,156.5,0.182,2,490,0.258,22,0,insufficient_funds
TXN107443,3903.46,netbanking,51,202.4,0.193,3,161,0.394,17,0,insufficient_funds
TXN107444,562.57,netbanking,96,537.4,0.122,0,102,0.475,11,0,network_error
TXN107445,2699.29,debit_card,61,182.8,0.112,1,73,0.422,23,1,insufficient_funds
TXN107446,507.76,credit_card,96,454.5,0.524,0,195,0.337,23,0,network_error
TXN107447,1338.0,credit_card,91,406.2,0.114,0,600,0.689,3,0,bank_timeout
TXN107448,1877.02,credit_card,51,178.7,0.168,4,403,0.376,10,0,insufficient_funds
TXN107449,2254.01,upi,91,243.0,0.139,0,583,0.779,5,1,bank_timeout
TXN107450,354.51,debit_card,96,391.9,0.087,1,1303,0.444,22,0,bank_timeout
TXN107451,2896.72,debit_card,96,643.0,0.084,1,663,0.668,11,0,network_error
TXN107452,3579.21,credit_card,65,128.0,0.232,0,272,0.222,22,1,insufficient_funds
TXN107453,2814.41,credit_card,59,159.9,0.883,0,187,0.607,3,0,fraud_false_positive
TXN107454,1700.8,credit_card,59,214.4,0.645,0,2078,0.313,9,1,fraud_false_positive
TXN107455,2746.76,upi,91,331.6,0.056,2,106,0.572,10,0,bank_timeout
TXN107456,2583.43,debit_card,59,235.0,0.634,0,391,0.706,17,0,fraud_false_positive
TXN107457,758.67,credit_card,96,379.4,0.116,0,301,0.678,6,1,network_error
TXN107458,4519.16,netbanking,96,423.0,0.076,0,695,0.594,23,0,bank_timeout
TXN107459,7955.73,debit_card,51,183.4,0.458,1,39,0.344,1,0,insufficient_funds
TXN107460,840.79,upi,96,384.0,0.133,0,433,0.605,6,1,network_error
TXN107461,4625.34,debit_card,63,134.8,0.897,0,1553,0.467,2,0,fraud_false_positive
TXN107462,1346.61,debit_card,61,182.8,0.226,0,230,0.276,3,0,insufficient_funds
TXN107463,3384.23,debit_card,51,148.9,0.298,1,819,0.147,17,0,insufficient_funds
TXN107464,2255.22,debit_card,96,605.1,0.159,0,242,0.728,2,0,network_error
TXN107465,6777.18,upi,65,168.8,0.213,0,77,0.339,0,1,insufficient_funds
TXN107466,5278.57,debit_card,59,205.0,0.685,0,1087,0.685,1,0,fraud_false_positive
TXN107467,2228.11,credit_card,96,333.9,0.417,0,664,0.274,16,1,bank_timeout
TXN107468,1262.12,credit_card,91,238.8,0.121,2,385,0.456,2,0,bank_timeout
TXN107469,1319.92,credit_card,51,256.3,0.088,1,43,0.089,17,0,insufficient_funds
TXN107470,7243.71,credit_card,5,194.5,0.823,1,3203,0.806,22,0,fraud_false_positive
TXN107471,1647.52,debit_card,21,697.3,0.163,0,475,0.286,0,1,network_error
TXN107472,2377.93,upi,61,111.4,0.265,0,371,0.115,0,0,insufficient_funds
TXN107473,948.59,upi,91,327.8,0.167,0,1087,0.214,10,0,bank_timeout
TXN107474,7242.29,debit_card,96,475.2,0.077,0,1389,0.569,20,0,bank_timeout
TXN107475,11783.03,upi,5,235.9,0.273,1,429,0.675,6,1,fraud_false_positive
TXN107476,1371.7,credit_card,5,497.4,0.428,1,728,0.817,20,0,network_error
TXN107477,3464.8,netbanking,51,170.7,0.367,1,576,0.583,7,0,insufficient_funds
TXN107478,984.34,upi,96,302.0,0.524,1,75,0.681,18,1,bank_timeout
TXN107479,3211.11,debit_card,59,142.7,0.756,0,111,0.791,2,1,fraud_false_positive
TXN107480,2253.08,upi,91,447.4,0.261,0,951,0.702,9,0,bank_timeout
TXN107481,4189.17,debit_card,51,240.0,0.43,0,248,0.283,0,0,insufficient_funds
TXN107482,9832.75,debit_card,51,188.9,0.299,1,704,0.305,3,0,insufficient_funds
TXN107483,3640.27,upi,51,243.5,0.221,0,391,0.031,17,0,insufficient_funds
TXN107484,1282.25,netbanking,96,465.1,0.103,0,287,0.792,13,0,network_error
TXN107485,5471.2,netbanking,51,206.3,0.422,1,89,0.045,20,0,insufficient_funds
TXN107486,514.16,wallet,96,388.4,0.012,0,116,0.461,9,0,bank_timeout
TXN107487,1190.02,credit_card,65,158.1,0.056,1,443,0.198,15,1,insufficient_funds
TXN107488,743.86,debit_card,96,569.7,0.177,0,10,0.351,5,1,network_error
TXN107489,1447.83,upi,51,180.5,0.156,0,403,0.121,23,1,insufficient_funds
TXN107490,1221.33,debit_card,21,663.9,0.11,0,182,0.391,9,0,network_error
TXN107491,4009.19,credit_card,68,428.9,0.176,1,542,0.71,16,1,bank_timeout
TXN107492,1530.54,upi,63,264.7,0.62,1,594,0.709,16,0,fraud_false_positive
TXN107493,1914.72,upi,96,568.3,0.341,0,169,0.292,20,0,network_error
TXN107494,2538.04,credit_card,96,266.5,0.037,0,421,0.529,2,1,bank_timeout
TXN107495,1872.45,credit_card,21,414.7,0.355,0,159,0.757,9,0,network_error
TXN107496,2617.29,credit_card,51,121.4,0.255,3,559,0.241,10,0,insufficient_funds
TXN107497,3009.05,upi,68,271.0,0.2,1,1409,0.3,15,0,bank_timeout
TXN107498,3222.99,debit_card,51,168.4,0.336,2,205,0.176,1,0,insufficient_funds
TXN107499,5602.51,upi,51,217.1,0.27,1,883,0.125,4,1,insufficient_funds
TXN107500,3155.0,netbanking,51,234.9,0.086,1,117,0.08,11,0,insufficient_funds
TXN107501,1454.33,credit_card,96,580.4,0.223,2,639,0.519,21,1,network_error
TXN107502,5937.93,debit_card,61,202.3,0.115,5,73,0.208,22,0,insufficient_funds
TXN107503,2006.25,wallet,91,325.5,0.23,3,554,0.578,5,1,bank_timeout
TXN107504,1868.96,debit_card,51,213.2,0.194,1,683,0.352,20,0,insufficient_funds
TXN107505,3544.05,debit_card,96,487.4,0.202,2,39,0.697,21,0,network_error
TXN107506,3189.92,debit_card,51,205.8,0.371,1,2116,0.522,15,0,insufficient_funds
TXN107507,2844.18,upi,51,168.1,0.441,2,1237,0.123,19,1,insufficient_funds
TXN107508,681.18,credit_card,65,173.0,0.11,2,451,0.12,17,0,insufficient_funds
TXN107509,2038.78,debit_card,91,381.7,0.158,1,680,0.558,14,0,bank_timeout
TXN107510,4342.07,credit_card,51,198.9,0.237,0,85,0.123,17,0,insufficient_funds
TXN107511,3690.61,debit_card,61,140.8,0.103,3,88,0.459,13,0,insufficient_funds
TXN107512,1761.45,upi,91,260.8,0.069,0,456,0.6,3,0,bank_timeout
TXN107513,7188.03,debit_card,51,146.0,0.272,1,236,0.218,17,0,insufficient_funds
TXN107514,9398.82,debit_card,51,186.6,0.081,2,1237,0.443,13,0,insufficient_funds
